tradeDate,symbol,adjClose,volume
2025-01-03,2688.HK,110.5510,1867937
2025-01-03,3328.HK,4.9620,57776559
2025-01-03,3988.HK,2.9889,137771759
2025-01-06,0001.HK,41.7171,7960075
2025-01-06,0002.HK,68.8653,2573096
2025-01-06,0003.HK,56.0604,3128114
2025-01-06,0005.HK,60.4725,45012057
2025-01-06,0006.HK,33.8625,1781271
2025-01-06,0011.HK,114.5141,5674904
2025-01-06,0012.HK,28.4841,1779526
2025-01-06,0016.HK,90.2951,3229995
2025-01-06,0017.HK,28.4945,4804757
2025-01-06,0019.HK,64.5930,2970240
2025-01-06,0023.HK,23.9576,1959649
2025-01-06,0027.HK,46.4561,7753049
2025-01-06,0066.HK,13.6884,2705120
2025-01-06,0083.HK,18.2367,3881567
2025-01-06,0101.HK,11.4757,9328024
2025-01-06,0175.HK,15.4192,25053666
2025-01-06,0241.HK,4.0489,10378479
2025-01-06,0267.HK,44.4192,7363072
2025-01-06,0285.HK,28.1210,4959074
2025-01-06,0288.HK,6.0163,8366712
2025-01-06,0291.HK,52.2423,4924851
2025-01-06,0386.HK,4.0976,31480489
2025-01-06,0388.HK,297.9729,8333010
2025-01-06,0669.HK,92.4039,2439420
2025-01-06,0688.HK,21.6338,6902447
2025-01-06,0700.HK,337.2188,11359293
2025-01-06,0762.HK,5.0483,12624092
2025-01-06,0823.HK,56.0580,7245892
2025-01-06,0857.HK,5.9524,22508827
2025-01-06,0868.HK,12.1197,3631717
2025-01-06,0883.HK,10.6217,19932743
2025-01-06,0939.HK,8.0709,139641733
2025-01-06,0941.HK,66.2593,14252021
2025-01-06,0960.HK,14.4694,10545849
2025-01-06,0968.HK,7.7612,8234577
2025-01-06,1038.HK,50.0491,1567247
2025-01-06,1044.HK,40.9160,3104724
2025-01-06,1088.HK,27.7614,16369055
2025-01-06,1109.HK,33.9251,7380235
2025-01-06,1113.HK,46.0142,4040630
2025-01-06,1177.HK,4.0344,20458298
2025-01-06,1211.HK,235.9992,7339103
2025-01-06,1288.HK,3.0114,122823077
2025-01-06,1299.HK,58.4099,13002373
2025-01-06,1398.HK,4.9230,241158834
2025-01-06,1928.HK,21.0837,7402514
2025-01-06,1997.HK,37.4853,1814587
2025-01-06,2007.HK,1.0297,22464684
2025-01-06,2018.HK,24.4542,4912808
2025-01-06,2020.HK,81.2943,3297568
2025-01-06,2269.HK,36.2286,6070385
2025-01-06,2313.HK,68.5626,3836364
2025-01-06,2318.HK,40.1190,36938506
2025-01-06,2319.HK,31.5361,7885978
2025-01-06,2382.HK,94.1794,7169132
2025-01-06,2388.HK,29.2748,4811046
2025-01-06,2628.HK,38.0731,17066728
2025-01-06,2688.HK,111.3104,5083616
2025-01-06,3328.HK,5.0087,71141196
2025-01-06,3988.HK,3.0113,113132068
2025-01-07,0001.HK,42.0885,3543804
2025-01-07,0002.HK,67.9501,4127812
2025-01-07,0003.HK,55.5819,3362433
2025-01-07,0005.HK,60.4786,25237713
2025-01-07,0006.HK,33.3374,1210187
2025-01-07,0011.HK,114.3693,4536598
2025-01-07,0012.HK,28.5404,1734767
2025-01-07,0016.HK,89.4265,3697259
2025-01-07,0017.HK,28.3874,4349861
2025-01-07,0019.HK,65.0457,1455629
2025-01-07,0023.HK,24.0041,3844545
2025-01-07,0027.HK,45.7578,7759681
2025-01-07,0066.HK,13.8048,4367737
2025-01-07,0083.HK,18.0412,5215352
2025-01-07,0101.HK,11.5441,5116836
2025-01-07,0175.HK,15.1743,31426866
2025-01-07,0241.HK,4.0220,6499969
2025-01-07,0267.HK,44.1218,8246324
2025-01-07,0285.HK,27.6630,3667408
2025-01-07,0288.HK,5.8911,9800173
2025-01-07,0291.HK,51.1791,7962692
2025-01-07,0386.HK,3.9399,41202623
2025-01-07,0388.HK,298.8384,9446908
2025-01-07,0669.HK,92.1356,2648782
2025-01-07,0688.HK,21.6771,12223569
2025-01-07,0700.HK,339.8950,16618874
2025-01-07,0762.HK,5.0633,22230886
2025-01-07,0823.HK,56.1896,4586578
2025-01-07,0857.HK,5.8203,27279900
2025-01-07,0868.HK,12.1779,5502349
2025-01-07,0883.HK,10.3979,34402097
2025-01-07,0939.HK,8.0429,119287253
2025-01-07,0941.HK,65.9641,8539469
2025-01-07,0960.HK,14.5969,5410684
2025-01-07,0968.HK,7.3551,12075431
2025-01-07,1038.HK,49.3820,2568916
2025-01-07,1044.HK,40.5240,2783390
2025-01-07,1088.HK,26.8439,11840481
2025-01-07,1109.HK,34.1780,9768385
2025-01-07,1113.HK,45.8227,4517306
2025-01-07,1177.HK,4.0871,12340639
2025-01-07,1211.HK,233.7966,9238335
2025-01-07,1288.HK,2.9662,97777362
2025-01-07,1299.HK,58.8720,19627996
2025-01-07,1398.HK,4.9354,155394676
2025-01-07,1928.HK,20.3842,11134156
2025-01-07,1997.HK,38.1065,2737399
2025-01-07,2007.HK,1.0146,12825379
2025-01-07,2018.HK,24.2503,3775585
2025-01-07,2020.HK,80.4387,2601200
2025-01-07,2269.HK,35.7540,8861026
2025-01-07,2313.HK,68.6909,2454835
2025-01-07,2318.HK,39.4100,30598467
2025-01-07,2319.HK,31.5817,4919900
2025-01-07,2382.HK,95.0812,6476501
2025-01-07,2388.HK,29.0753,6899480
2025-01-07,2628.HK,38.2973,14557025
2025-01-07,2688.HK,108.1137,5629846
2025-01-07,3328.HK,5.0382,85187091
2025-01-07,3988.HK,2.9950,91559584
2025-01-08,0001.HK,41.5249,4220024
2025-01-08,0002.HK,67.9951,3557108
2025-01-08,0003.HK,54.8111,4301307
2025-01-08,0005.HK,59.3249,37512616
2025-01-08,0006.HK,32.7630,2164729
2025-01-08,0011.HK,114.1992,3991055
2025-01-08,0012.HK,28.0700,1915037
2025-01-08,0016.HK,88.5383,3101461
2025-01-08,0017.HK,27.9299,5833731
2025-01-08,0019.HK,64.1095,1832039
2025-01-08,0023.HK,23.8337,3931632
2025-01-08,0027.HK,45.0903,6272861
2025-01-08,0066.HK,13.5677,5781783
2025-01-08,0083.HK,18.0683,3253164
2025-01-08,0101.HK,11.1843,4842283
2025-01-08,0175.HK,14.8511,28752118
2025-01-08,0241.HK,4.0817,18933261
2025-01-08,0267.HK,43.5862,7368933
2025-01-08,0285.HK,27.4701,4122448
2025-01-08,0288.HK,5.8266,8872127
2025-01-08,0291.HK,50.5540,4587614
2025-01-08,0386.HK,3.9098,33326983
2025-01-08,0388.HK,290.0837,16312376
2025-01-08,0669.HK,92.2968,2430498
2025-01-08,0688.HK,21.4131,7241513
2025-01-08,0700.HK,329.0749,26637217
2025-01-08,0762.HK,5.0250,17089768
2025-01-08,0823.HK,55.9030,4805636
2025-01-08,0857.HK,5.8113,19470531
2025-01-08,0868.HK,12.2268,5928838
2025-01-08,0883.HK,10.4539,14144256
2025-01-08,0939.HK,7.9282,139835430
2025-01-08,0941.HK,65.0272,12874649
2025-01-08,0960.HK,14.4128,7157152
2025-01-08,0968.HK,7.4367,3396121
2025-01-08,1038.HK,49.4742,2441768
2025-01-08,1044.HK,40.1091,3092284
2025-01-08,1088.HK,26.4519,10825821
2025-01-08,1109.HK,33.4075,8875338
2025-01-08,1113.HK,45.2677,2917623
2025-01-08,1177.HK,3.9703,21371646
2025-01-08,1211.HK,232.1010,7418642
2025-01-08,1288.HK,2.8991,78469701
2025-01-08,1299.HK,57.8556,16892677
2025-01-08,1398.HK,4.8698,402514667
2025-01-08,1928.HK,20.1948,8289082
2025-01-08,1997.HK,37.5537,1947519
2025-01-08,2007.HK,1.0021,13552345
2025-01-08,2018.HK,24.1186,3586323
2025-01-08,2020.HK,79.2879,2566578
2025-01-08,2269.HK,35.0613,7736429
2025-01-08,2313.HK,67.8508,2167217
2025-01-08,2318.HK,38.6691,31191251
2025-01-08,2319.HK,30.9449,7823529
2025-01-08,2382.HK,93.3797,5859388
2025-01-08,2388.HK,28.3332,3618660
2025-01-08,2628.HK,37.6971,11281135
2025-01-08,2688.HK,106.7952,4155340
2025-01-08,3328.HK,4.9927,92946774
2025-01-08,3988.HK,2.9496,85783845
2025-01-09,0001.HK,41.2477,6579304
2025-01-09,0002.HK,67.3883,3483587
2025-01-09,0003.HK,54.9974,1886839
2025-01-09,0005.HK,58.9037,39563274
2025-01-09,0006.HK,32.7074,2516761
2025-01-09,0011.HK,113.5197,8839299
2025-01-09,0012.HK,27.3265,1847519
2025-01-09,0016.HK,87.4470,4108155
2025-01-09,0017.HK,27.4258,6488681
2025-01-09,0019.HK,63.7318,1903939
2025-01-09,0023.HK,23.6259,6559898
2025-01-09,0027.HK,45.1592,6664480
2025-01-09,0066.HK,13.5636,3850658
2025-01-09,0083.HK,17.5899,2852221
2025-01-09,0101.HK,10.8115,5052444
2025-01-09,0175.HK,14.2747,42104062
2025-01-09,0241.HK,4.1184,11805080
2025-01-09,0267.HK,42.9382,11179150
2025-01-09,0285.HK,27.3787,5484612
2025-01-09,0288.HK,5.7833,8411443
2025-01-09,0291.HK,50.7506,6217053
2025-01-09,0386.HK,3.8431,25257689
2025-01-09,0388.HK,284.1441,7697865
2025-01-09,0669.HK,90.8072,2496740
2025-01-09,0688.HK,21.0523,7886226
2025-01-09,0700.HK,325.4370,11156564
2025-01-09,0762.HK,5.0180,13109216
2025-01-09,0823.HK,55.4660,4447778
2025-01-09,0857.HK,5.8447,28454638
2025-01-09,0868.HK,12.0066,7720080
2025-01-09,0883.HK,10.5161,19960606
2025-01-09,0939.HK,7.9315,197692192
2025-01-09,0941.HK,65.8232,12406391
2025-01-09,0960.HK,13.9264,3876236
2025-01-09,0968.HK,7.3815,11368082
2025-01-09,1038.HK,49.4536,2228321
2025-01-09,1044.HK,39.6728,2518491
2025-01-09,1088.HK,26.7119,8922144
2025-01-09,1109.HK,33.4248,8012867
2025-01-09,1113.HK,44.8349,2515419
2025-01-09,1177.HK,3.9207,15209915
2025-01-09,1211.HK,227.4252,8684685
2025-01-09,1288.HK,2.9026,88279864
2025-01-09,1299.HK,58.2718,28577429
2025-01-09,1398.HK,4.9340,173796407
2025-01-09,1928.HK,19.7504,8143716
2025-01-09,1997.HK,36.9614,1397510
2025-01-09,2007.HK,1.0126,17983319
2025-01-09,2018.HK,24.5228,5363863
2025-01-09,2020.HK,77.8665,2356128
2025-01-09,2269.HK,33.7989,13657142
2025-01-09,2313.HK,66.9904,6078483
2025-01-09,2318.HK,38.1712,33500575
2025-01-09,2319.HK,30.8806,6255649
2025-01-09,2382.HK,96.4481,4874224
2025-01-09,2388.HK,28.6451,5847765
2025-01-09,2628.HK,38.2315,12956630
2025-01-09,2688.HK,107.1360,1938767
2025-01-09,3328.HK,4.9409,108038976
2025-01-09,3988.HK,2.9476,101979968
2025-01-10,0001.HK,40.9807,9018044
2025-01-10,0002.HK,67.9085,2597409
2025-01-10,0003.HK,54.6431,3618106
2025-01-10,0005.HK,58.7862,38672281
2025-01-10,0006.HK,32.6583,1894457
2025-01-10,0011.HK,113.0084,4382914
2025-01-10,0012.HK,27.7613,2581097
2025-01-10,0016.HK,89.1180,4111335
2025-01-10,0017.HK,27.5693,4915002
2025-01-10,0019.HK,64.0586,3136269
2025-01-10,0023.HK,23.9246,4690231
2025-01-10,0027.HK,45.6492,9243155
2025-01-10,0066.HK,13.7804,3456138
2025-01-10,0083.HK,18.1482,4271794
2025-01-10,0101.HK,11.0230,8593181
2025-01-10,0175.HK,14.0735,18615523
2025-01-10,0241.HK,4.1331,6571010
2025-01-10,0267.HK,42.8117,5201899
2025-01-10,0285.HK,27.2820,8352803
2025-01-10,0288.HK,5.8371,9922578
2025-01-10,0291.HK,51.4027,4065944
2025-01-10,0386.HK,3.8107,42765227
2025-01-10,0388.HK,287.3113,8474917
2025-01-10,0669.HK,90.6009,1382436
2025-01-10,0688.HK,21.3706,11305080
2025-01-10,0700.HK,336.5684,8397726
2025-01-10,0762.HK,4.9832,19029066
2025-01-10,0823.HK,55.4143,3822493
2025-01-10,0857.HK,5.7674,20744709
2025-01-10,0868.HK,12.2824,9197719
2025-01-10,0883.HK,10.6984,15159835
2025-01-10,0939.HK,7.9642,176902479
2025-01-10,0941.HK,65.2210,13892887
2025-01-10,0960.HK,13.9599,4005120
2025-01-10,0968.HK,7.5687,9579102
2025-01-10,1038.HK,48.8447,3139561
2025-01-10,1044.HK,40.1620,3546862
2025-01-10,1088.HK,26.7230,7086424
2025-01-10,1109.HK,33.8734,6006596
2025-01-10,1113.HK,45.4164,2893309
2025-01-10,1177.HK,4.0276,18093433
2025-01-10,1211.HK,238.9906,10634459
2025-01-10,1288.HK,2.8976,131278791
2025-01-10,1299.HK,58.6178,22541002
2025-01-10,1398.HK,4.9353,174223604
2025-01-10,1928.HK,20.0566,9391106
2025-01-10,1997.HK,36.9702,1343192
2025-01-10,2007.HK,1.0199,24565095
2025-01-10,2018.HK,24.5062,4225947
2025-01-10,2020.HK,79.6988,2650191
2025-01-10,2269.HK,34.4218,8213125
2025-01-10,2313.HK,67.4144,1686705
2025-01-10,2318.HK,38.0895,19053173
2025-01-10,2319.HK,30.8099,7760585
2025-01-10,2382.HK,96.6749,4975048
2025-01-10,2388.HK,28.2719,4479589
2025-01-10,2628.HK,37.6336,23066962
2025-01-10,2688.HK,105.9140,2906414
2025-01-10,3328.HK,4.9305,65606184
2025-01-10,3988.HK,2.9466,146191391
2025-01-13,0001.HK,40.7966,6057480
2025-01-13,0002.HK,68.0662,2747894
2025-01-13,0003.HK,54.7418,5543429
2025-01-13,0005.HK,58.6166,24624118
2025-01-13,0006.HK,32.6567,2096268
2025-01-13,0011.HK,112.5539,4262087
2025-01-13,0012.HK,27.9040,3678833
2025-01-13,0016.HK,87.9521,3901418
2025-01-13,0017.HK,27.7173,5050979
2025-01-13,0019.HK,64.5433,2224427
2025-01-13,0023.HK,24.0548,2012060
2025-01-13,0027.HK,45.8903,9509284
2025-01-13,0066.HK,13.7879,4145055
2025-01-13,0083.HK,17.8396,5454132
2025-01-13,0101.HK,11.0258,8661332
2025-01-13,0175.HK,14.1418,22408758
2025-01-13,0241.HK,4.2279,9995109
2025-01-13,0267.HK,43.5632,10990101
2025-01-13,0285.HK,27.8846,7431972
2025-01-13,0288.HK,5.8822,9901924
2025-01-13,0291.HK,50.0641,7087257
2025-01-13,0386.HK,3.8218,22688178
2025-01-13,0388.HK,291.6027,13721201
2025-01-13,0669.HK,90.3040,2378947
2025-01-13,0688.HK,20.7017,8957206
2025-01-13,0700.HK,338.0413,12877931
2025-01-13,0762.HK,5.0409,21816803
2025-01-13,0823.HK,55.2743,2722909
2025-01-13,0857.HK,5.7056,29149673
2025-01-13,0868.HK,12.4667,6276308
2025-01-13,0883.HK,10.8659,20892990
2025-01-13,0939.HK,8.0863,189148846
2025-01-13,0941.HK,65.3949,10053007
2025-01-13,0960.HK,14.0281,5211011
2025-01-13,0968.HK,7.8142,8043425
2025-01-13,1038.HK,48.3318,1608132
2025-01-13,1044.HK,40.5956,7004682
2025-01-13,1088.HK,26.9136,15689508
2025-01-13,1109.HK,33.5122,11930642
2025-01-13,1113.HK,45.1803,2368958
2025-01-13,1177.HK,3.9698,20668607
2025-01-13,1211.HK,240.8699,6423376
2025-01-13,1288.HK,2.8955,286563250
2025-01-13,1299.HK,58.2796,18143079
2025-01-13,1398.HK,4.9404,186143560
2025-01-13,1928.HK,20.3368,10700742
2025-01-13,1997.HK,37.0907,2339800
2025-01-13,2007.HK,1.0000,23051563
2025-01-13,2018.HK,24.4385,4628829
2025-01-13,2020.HK,78.4955,4635916
2025-01-13,2269.HK,34.4149,5612865
2025-01-13,2313.HK,68.6218,4310132
2025-01-13,2318.HK,38.1728,22842145
2025-01-13,2319.HK,30.9410,8339965
2025-01-13,2382.HK,97.2220,5722826
2025-01-13,2388.HK,28.3445,3219724
2025-01-13,2628.HK,38.1323,24868514
2025-01-13,2688.HK,105.6325,3032535
2025-01-13,3328.HK,4.9617,76325024
2025-01-13,3988.HK,2.9581,89016433
2025-01-14,0001.HK,40.8558,5002455
2025-01-14,0002.HK,68.1584,3808491
2025-01-14,0003.HK,54.9137,2598668
2025-01-14,0005.HK,58.7724,36917632
2025-01-14,0006.HK,32.7625,3406073
2025-01-14,0011.HK,113.1612,5357666
2025-01-14,0012.HK,28.6970,2710120
2025-01-14,0016.HK,90.1864,4327427
2025-01-14,0017.HK,28.4646,4023632
2025-01-14,0019.HK,64.7117,2490026
2025-01-14,0023.HK,24.0912,2206853
2025-01-14,0027.HK,46.2330,7830995
2025-01-14,0066.HK,13.9931,6247394
2025-01-14,0083.HK,17.9170,3998229
2025-01-14,0101.HK,11.1430,4241264
2025-01-14,0175.HK,13.9456,30601308
2025-01-14,0241.HK,4.3031,8910419
2025-01-14,0267.HK,43.5124,6824751
2025-01-14,0285.HK,27.7398,4770553
2025-01-14,0288.HK,5.9954,13262725
2025-01-14,0291.HK,50.4477,6502893
2025-01-14,0386.HK,3.8538,41261605
2025-01-14,0388.HK,295.3188,8462053
2025-01-14,0669.HK,90.4217,2946246
2025-01-14,0688.HK,21.1293,4365575
2025-01-14,0700.HK,337.6041,22391489
2025-01-14,0762.HK,5.0699,13397791
2025-01-14,0823.HK,56.2173,5800268
2025-01-14,0857.HK,5.7787,21149018
2025-01-14,0868.HK,12.4703,6298076
2025-01-14,0883.HK,11.1740,32663905
2025-01-14,0939.HK,8.2221,212095755
2025-01-14,0941.HK,65.9194,11102822
2025-01-14,0960.HK,14.1904,3810599
2025-01-14,0968.HK,7.9816,8258889
2025-01-14,1038.HK,48.7174,2758700
2025-01-14,1044.HK,40.6679,3432843
2025-01-14,1088.HK,27.1181,6188133
2025-01-14,1109.HK,34.9241,12231235
2025-01-14,1113.HK,46.9266,2811416
2025-01-14,1177.HK,4.0173,26944108
2025-01-14,1211.HK,248.9275,8590888
2025-01-14,1288.HK,2.9118,113540888
2025-01-14,1299.HK,58.1361,16382725
2025-01-14,1398.HK,5.0211,168921953
2025-01-14,1928.HK,20.9063,11524649
2025-01-14,1997.HK,38.3138,1615362
2025-01-14,2007.HK,1.0862,32028473
2025-01-14,2018.HK,24.2043,4198245
2025-01-14,2020.HK,80.0925,3671989
2025-01-14,2269.HK,34.0343,9630006
2025-01-14,2313.HK,67.5791,2307722
2025-01-14,2318.HK,38.5314,28990633
2025-01-14,2319.HK,30.7966,6148830
2025-01-14,2382.HK,97.3793,5501925
2025-01-14,2388.HK,28.5186,4172998
2025-01-14,2628.HK,38.4001,15334193
2025-01-14,2688.HK,105.7925,4497559
2025-01-14,3328.HK,4.9918,55118271
2025-01-14,3988.HK,3.0212,129538125
2025-01-15,0001.HK,40.9034,5413609
2025-01-15,0002.HK,68.2942,3031538
2025-01-15,0003.HK,55.5954,1743766
2025-01-15,0005.HK,59.3661,36336969
2025-01-15,0006.HK,33.0602,3562303
2025-01-15,0011.HK,115.5214,4855141
2025-01-15,0012.HK,29.4951,2059706
2025-01-15,0016.HK,91.0360,2215618
2025-01-15,0017.HK,29.4047,5436485
2025-01-15,0019.HK,64.5361,2266190
2025-01-15,0023.HK,24.2381,2666708
2025-01-15,0027.HK,46.2014,6174405
2025-01-15,0066.HK,13.9243,4628115
2025-01-15,0083.HK,18.2333,3781276
2025-01-15,0101.HK,11.2738,7361084
2025-01-15,0175.HK,13.9751,41044469
2025-01-15,0241.HK,4.2822,12350456
2025-01-15,0267.HK,43.8775,8847868
2025-01-15,0285.HK,27.7088,5503588
2025-01-15,0288.HK,5.9642,14133899
2025-01-15,0291.HK,51.2640,7122572
2025-01-15,0386.HK,3.8807,35312478
2025-01-15,0388.HK,302.9575,14413965
2025-01-15,0669.HK,89.7293,1764270
2025-01-15,0688.HK,21.6127,10747602
2025-01-15,0700.HK,337.7386,13264769
2025-01-15,0762.HK,5.0990,12494455
2025-01-15,0823.HK,57.1391,4984140
2025-01-15,0857.HK,5.8798,25315116
2025-01-15,0868.HK,12.2265,7382117
2025-01-15,0883.HK,11.3320,22424662
2025-01-15,0939.HK,8.3344,306747227
2025-01-15,0941.HK,66.2880,8558742
2025-01-15,0960.HK,14.5801,7419103
2025-01-15,0968.HK,8.2463,9338554
2025-01-15,1038.HK,49.3563,2426426
2025-01-15,1044.HK,41.0869,3983187
2025-01-15,1088.HK,27.6913,11575412
2025-01-15,1109.HK,35.5894,11430058
2025-01-15,1113.HK,47.7921,4779346
2025-01-15,1177.HK,4.0386,11707751
2025-01-15,1211.HK,252.1301,10106737
2025-01-15,1288.HK,2.9466,97314339
2025-01-15,1299.HK,59.3795,13230843
2025-01-15,1398.HK,5.0537,152539107
2025-01-15,1928.HK,21.4910,7868516
2025-01-15,1997.HK,39.1100,1332876
2025-01-15,2007.HK,1.1303,14724798
2025-01-15,2018.HK,23.8177,3876600
2025-01-15,2020.HK,79.9204,3594224
2025-01-15,2269.HK,33.5426,8221102
2025-01-15,2313.HK,68.4985,2907189
2025-01-15,2318.HK,38.6028,24254342
2025-01-15,2319.HK,31.0159,5198623
2025-01-15,2382.HK,100.6678,5239690
2025-01-15,2388.HK,29.2614,3286895
2025-01-15,2628.HK,38.4729,19164949
2025-01-15,2688.HK,106.2681,3318947
2025-01-15,3328.HK,5.0668,54796837
2025-01-15,3988.HK,3.0037,128800019
2025-01-16,0001.HK,40.9881,5858504
2025-01-16,0002.HK,68.3842,1388646
2025-01-16,0003.HK,55.6458,1916199
2025-01-16,0005.HK,58.6880,33215560
2025-01-16,0006.HK,32.7908,1369983
2025-01-16,0011.HK,115.1992,4381917
2025-01-16,0012.HK,29.7600,3320974
2025-01-16,0016.HK,93.6934,3915727
2025-01-16,0017.HK,29.6153,8441239
2025-01-16,0019.HK,64.9942,1883159
2025-01-16,0023.HK,23.9792,4757625
2025-01-16,0027.HK,46.3985,8797527
2025-01-16,0066.HK,14.0210,3849656
2025-01-16,0083.HK,18.4838,2643367
2025-01-16,0101.HK,11.2172,3654691
2025-01-16,0175.HK,14.0066,20629187
2025-01-16,0241.HK,4.3406,9423915
2025-01-16,0267.HK,44.1341,6619419
2025-01-16,0285.HK,27.4880,5484578
2025-01-16,0288.HK,5.9411,16763568
2025-01-16,0291.HK,51.7404,8103012
2025-01-16,0386.HK,3.8715,24556529
2025-01-16,0388.HK,304.1100,12201899
2025-01-16,0669.HK,88.6434,2163899
2025-01-16,0688.HK,22.0308,11690647
2025-01-16,0700.HK,349.4779,19839864
2025-01-16,0762.HK,5.1152,19071928
2025-01-16,0823.HK,57.6393,4692381
2025-01-16,0857.HK,5.9269,20645838
2025-01-16,0868.HK,11.9223,7546660
2025-01-16,0883.HK,11.2475,17365082
2025-01-16,0939.HK,8.2781,132896482
2025-01-16,0941.HK,66.2987,11782588
2025-01-16,0960.HK,14.6028,5802879
